uri,text,handle,labels,like_count,quote_count,repost_count,sentiment
at://did:plc:7u2lohiidxawhxol3azpf56h/app.bsky.feed.post/3lbxfpidshu2b,"MRNA is 30 year old technology. The experiments are done. The studies complete.

Vaccines made with MRNA are no more experimental than any other vaccine.",kyzmet-ai.bsky.social,[],0,0,0,-0.296
at://did:plc:uufq7q6tx7plnfzs7nx5xp37/app.bsky.feed.post/3lbxfpbhhos27,"Though not specific to vaccines, the Japanese anime ""Cells At Work"" also does a great job of explaining how the immune system recognizes, and attacks viruses (specifically there's an episode about influenza A & B).",aobmotomasa.bsky.social,[],1,0,0,0.5267
at://did:plc:cjt2gpnjk5vvwnouflox3qq5/app.bsky.feed.post/3lbxfpaeikc26,"Vaccines are incredibly effective at giving people immunity to measles, but we're going to get more and more outbreaks as long as anti-vaxxers get to spread their lies.

#VaccinesSaveLives 🧪",kjcbyrne.bsky.social,[],0,0,0,-0.1709
at://did:plc:cjt2gpnjk5vvwnouflox3qq5/app.bsky.feed.post/3lbxfpaefmk26,"It can lead to serious cases of pneumonia.

1 in 10,000 people infected with measles will get subacute sclerosing panencephalitis (SSPE). You really don't want to get SSPE. Seriously.

Luckily, we have vaccines! And humans are the only host, so high enough herd immunity means we could eradicate it!",kjcbyrne.bsky.social,[],0,0,0,-0.456
at://did:plc:cjt2gpnjk5vvwnouflox3qq5/app.bsky.feed.post/3lbxfpaduzc26,"Some more #virus facts from me!

#Measles is a horrible disease. Even with really effective vaccines it kills 100,000 people a year. Before vaccines it killed an estimated 2,600,000 a year.

It is INCREDIBLY infectious. An infected person will infect 9 out of 10 unvaccinated people in their vicinity",kjcbyrne.bsky.social,[],4,0,1,-0.9263
at://did:plc:fw5gsgbqly3sq5crmtgsltbf/app.bsky.feed.post/3lbxfnytg4s2h,I didn't even know they had vaccines for shingles.,trueno22.bsky.social,[],0,0,0,0.0
at://did:plc:imbufyt4dm2zghzvj5vcqujd/app.bsky.feed.post/3lbxfmjht422y,"(Nurse was great in other ways, listing a few more vaccines i want to consider in the next month. Got the feeling she's been helping a lot of folks panicked about life after January 20.)",wrdnrd.bsky.social,[],0,0,0,0.6557
at://did:plc:uxvc5nwyutzf5gtu4x7jqyk3/app.bsky.feed.post/3lbxflatrk22u,"Citing ""additional reports"" of malignancies, FDA says it is now ""evaluating the need for further regulatory action"" on Skysona

You'll recall this is Bluebird Bio's stem cell-based gene therapy first approved in 2022 to treat a rare brain disease

www.fda.gov/vaccines-blo...",alexander-a-tin.bsky.social,[],1,0,0,0.6705
at://did:plc:imbufyt4dm2zghzvj5vcqujd/app.bsky.feed.post/3lbxfkskjpc2y,"Having (finally) the MMR chat with my doctor next week (she is for it, but i think wants titers). Gonna bring up pertussis, since WA's numbers are so bad and we know so many kids. Nurse giving my COVID/flu vaccines the other week weirdly poo-pooed getting TDAP ""because it's good for 10 years."" /sigh",wrdnrd.bsky.social,[],1,0,0,-0.4473
at://did:plc:wo3lxbcfvdptzxyvq3qt2rgj/app.bsky.feed.post/3lbxfkbqpqk2u,"Vaccines don’t stop transmission, the entire issue is Dems treating the vax like a silver bullet and not taking steps to ACTUALLY limit transmission. Millions can’t get vaxxed including babies. If ur not wearing a mask you’re a much bigger danger to those around u than someone unvaxxed",taylorlorenz.bsky.social,[],23,0,1,-0.4767
at://did:plc:pkvj2srhyapqziw3ve3rpxpc/app.bsky.feed.post/3lbxfjhrxr22f,"Yeah like:
""project warpspeed was amazing"" 
""covid is a Chinese hoax!"" ""Amazing vaccine tho!"" ""Vaccines are the enemy, not the cure!""

I almost died in a cult and spent the last year writing a 178 page thesis on maga",ninjahealer.bsky.social,[],0,0,0,0.645
at://did:plc:tgctzpqss6se7qrheiymvqcj/app.bsky.feed.post/3lbxfirhbnc2j,Sure they do. MRNA vaccines are experimental,tinfoilhalo.bsky.social,[],1,0,1,0.3182
at://did:plc:akpytdypx473rr42lfueedzo/app.bsky.feed.post/3lbxffryol22c,"All the people who forced schools and restaurants to reopen before vaccines were available or without decent protocols. So yeah, a huge proportion of Dems",capnfurious.bsky.social,[],1,0,0,0.3464
at://did:plc:qn3jdtq6s2qbuqmnd4vajwaa/app.bsky.feed.post/3lbxffpn6kk2s,"Let’s reject the fatalism that some lives are expendable. Instead, let’s rebuild trust in the principles of public health—solidarity, prevention, and care for all. A pro-science future requires more than vaccines.",scarytrousers.bsky.social,[],5,0,0,0.4939
at://did:plc:libwgujb5hcovmc3lu74aez7/app.bsky.feed.post/3lbxffevqd22y,"Because they knew full well that 1) I am as stubborn as a mule and 2) I could and would have caused the scene of the CENTURY. The whole village would have heard. 

Basically I bullied my parents into being very pro-vaccines since like 10 years old. Peer pressured by their own kid. Get rekt.",ohissandhalasta.bsky.social,[],3,1,0,-0.5908
at://did:plc:libwgujb5hcovmc3lu74aez7/app.bsky.feed.post/3lbxffevij22y,"I actually did this with all vaccines, I was literally just coming home like ""I know this is a consent form but I don't care if you consent, I WANT ANOTHER MAGIC ANTI-ILLNESS SHOT AND I WILL GET IT"" so my parents didn't even have the chance to become anti-vaxxers.",ohissandhalasta.bsky.social,[],3,0,0,0.6319
at://did:plc:libwgujb5hcovmc3lu74aez7/app.bsky.feed.post/3lbxffeth3c2y,12 year old me was already that bitch tm. The school offered us hpv vaccines. The other parents were so worried that we had to have a whole class explaining how it worked. Meanwhile I got home and smacked the form on the table and DEMANDED a signature.,ohissandhalasta.bsky.social,[],3,0,0,-0.8519
at://did:plc:rx4zmvypkxjruwmyrrp6ua3j/app.bsky.feed.post/3lbxff5kwnk26,"I have not engaged him on this point so this is my own theory: the media won't spin Bad as Good, actually but will re direct blame.

Eg, Covid isn't good but all the pain is really the fault of vaccines, 'lockdowns', and Dems",jamesleahy.bsky.social,[],3,0,0,-0.9243
at://did:plc:7u2lohiidxawhxol3azpf56h/app.bsky.feed.post/3lbxff43i3u2b,"None of the vaccines are experimental.

You're listening too much to Kremlin talking points if you think anyone wants nuclear war. Dems want Russia to stop invading sovereign nations. GOP wants... Putin to be happy?",kyzmet-ai.bsky.social,[],0,0,0,-0.2732
at://did:plc:4jvqv36isrze77w7gpmm262h/app.bsky.feed.post/3lbxfdn5kl227,Another anti-vax turd. Hope everyone has ur vaccines updated.,saveourdisability.bsky.social,[],0,0,0,0.4404
at://did:plc:6y2uxou6seh6lywjwmtmypv2/app.bsky.feed.post/3lbxfau5snc2r,"""I know much more"" source: Trust me bro. 
Stupid people,after watching a video on YT,will claim to have more understanding of a subject than actual experts.Ya'll had it too good for too long,the gene pool will soon be cleaned by your reckless actions.Your ancestors would have killed to get vaccines",livermoriumoxide.bsky.social,[],1,0,0,-0.6275
at://did:plc:euovr5p5ztmxngrlguktibbb/app.bsky.feed.post/3lbxf6vnzjd2d," Okay. Slowly ... RFK jr does not believe that vaccines build up resistance to diseases, BUT our black children can be given resilience to racism.  And they will become immune to it. 
This should be introduced at his next sanity hearing.",cirellan.bsky.social,[],20,1,4,-0.5267
at://did:plc:t7k6swq6gr7tgnpm3mg4kvq2/app.bsky.feed.post/3lbxf6pi2jc2u,"I’m demonstrating virtually outside the 🇩🇪 @bundestag.de. Day 5️⃣7️⃣

📢 #CallForPublicHealthAction 📢

Demonstration for the right to #CleanAir, vaccines, evidence-based infection control, scientifically sound public education, adequate care & biomedical research for #LongCovid / #MECFS",freulingskind.bsky.social,[],6,0,4,0.6705
at://did:plc:33zwxei2r6ssnpzpzd7i64n5/app.bsky.feed.post/3lbxf6kjq4c2o,"lol this is such a joke, I'll never understand why vaccines aren't just free, it would save the government so much fucking money. I'll probably try and get it soon because I'm genuinely concerned of this going up in price or becoming hard to get with the next administration.",scorchedalt.bsky.social,[],1,0,0,0.6246
at://did:plc:va2uqodbldmppcdw5ic2g4wv/app.bsky.feed.post/3lbxf54zrc22v,"Ok vaccines please, I read somewhere they’re trying to develop one and are close for an H5N1 vaccine???",democracysimp.bsky.social,[],1,0,0,0.6174
at://did:plc:qbuobwdie7rzq4fburk63aft/app.bsky.feed.post/3lbxez5aews2e,"No, Larry Kramer levels of anger are justified IMO. The list is to help keep harassing misinformation trolls at bay, to prevent them hijacking my posts to spread false claims about masking, vaccines, COVID-the ""hang Fauci, doctors and scientists"" types, not the ""public institutions shit the bed"".",moriartylab.bsky.social,[],2,0,0,-0.8225
at://did:plc:7kijmkl6tx7txcufwr6ounz5/app.bsky.feed.post/3lbxeyqro5k2b,"And also from deadly vaccines allegedly given to save the lives of millions of people across the Earth from polio, rabies, yellow fever, bubonic plague, tetanus, typhoid & so many other fake diseases made up by the liberals",charliesaito22.bsky.social,[],2,0,0,-0.0422
at://did:plc:5lhrex6tmdqrcrpgwnzdle5g/app.bsky.feed.post/3lbxeygnl2k2q,"3 vaccines today -  Shingles, COVID, and Flu. 

A1C, Cholesterol, and all other markers are good. My MD approves of my fitness/diet plans.

Continuing to prioritize my short term and long term health! 

Is this post virtue signaling or self praise? 

Maybe. 

Or, is it resistance against inanity?",papaoleen.bsky.social,[],0,0,0,0.8765
at://did:plc:za5cmmtwsin3rlny2eajw377/app.bsky.feed.post/3lbxewyovjs2b,Great video explaining how vaccines work!,jesse0013.bsky.social,[],2,0,0,0.6588
at://did:plc:za5cmmtwsin3rlny2eajw377/app.bsky.feed.post/3lbxevfko5s2b,"I just showed this to my kid. She thought it was great! Her response - ""I love vaccines! I mean, I hate shots but love they protect me!""
Same, kiddo, same.",jesse0013.bsky.social,[],1,0,0,0.9057
at://did:plc:nn7dtxjspefdmybmium653kp/app.bsky.feed.post/3lbxeuajggc2h,"My parents voted for Roland Daggett because they blamed Older Boomer for prices, they believe in conspiracies, especially involving Harris and vaccines despite evidence debunking them, 1/3‬",thecin3phile.bsky.social,[],0,0,0,-0.4767
at://did:plc:kvkdywc3v4zvardpzgasgnzs/app.bsky.feed.post/3lbxernve322i,"In 2021, a prominent local physician was saying covid vaccines were probably more harm than good. I got so mad that they printed it in the paper and then he shut up. I'm not looking forward to people like this getting emboldened again by these new health officials.",revrend.bsky.social,[],3,0,0,-0.2372
at://did:plc:kgpvc2hbm5kozafpqkoj54be/app.bsky.feed.post/3lbxeorevp22w,"Malaria mitigation and eventual elimination requires global co-operation and innovation. Whether through better surveillance, vaccines, combating drug resistance, or new novel phage therapies every step count. Together, we can end malaria! 🌍💪 #EndMalaria #TogetherWeCan

@louisejenkins.bsky.social",brahnanuop.bsky.social,[],0,0,0,0.7959
at://did:plc:nn7dtxjspefdmybmium653kp/app.bsky.feed.post/3lbxens75xk2h,"My parents voted for Roland Daggett because they blamed Older Boomer for prices, they believe in conspiracies, especially involving Harris and vaccines despite evidence debunking them, 1/2",thecin3phile.bsky.social,[],0,0,0,-0.4767
at://did:plc:ps4njw6xsosh3quwoz22ldji/app.bsky.feed.post/3lbxejtid3c2s,he thinks vaccines are evil and we should take the fluoride out of water,gabfeld.bsky.social,[],5,0,0,-0.6597
at://did:plc:i2hohg3dcodf2gs4oumfmi5l/app.bsky.feed.post/3lbxejdkza22s,"That sounds extremely frustrating 😞 anti-vaxxers will really blame anything on vaccines, huh",liberallotl.bsky.social,[],1,0,0,-0.8506
at://did:plc:kgpvc2hbm5kozafpqkoj54be/app.bsky.feed.post/3lbxej6jn622w,"Vaccines are making strides in malaria prevention! RTS,S/AS01 approved by WHO in 2021 is recommended in Africa. R21/MM vaccine is newer and shows efficacy results up to 77%, especially when combined with measures like bed nets, seasonal drug therapies and high dose adjuvant MM. 💉🌟 #MalariaVaccines",brahnanuop.bsky.social,[],0,0,0,0.75
at://did:plc:dowt57ifyh5stbcgm3f6wtje/app.bsky.feed.post/3lbxeixlcvs2d,"
""This study found a steep decline in cervical cancer mortality among US women younger than 25 years between 2016 and 2021…This cohort of women is the first to be widely protected against cervical cancer by HPV vaccines.""

www.cidrap.umn.edu/human-papill...",docjeffd.bsky.social,[],0,0,0,-0.7845
at://did:plc:7v6stzcsiimxm3g6cs3yvwlk/app.bsky.feed.post/3lbxebu7ols2a,"Or more likely, ""when those underlying systems that produce clean air, clean water, safe food, effective vaccines, a reliable power grid glitch out,"" they'll...

BLAME THE LIBS AND THE DEEP STATE!!!!!!!!!!!",yeahthatbloke.bsky.social,[],1,0,0,0.8568
at://did:plc:ulabq3anm7ccwektskhiovzn/app.bsky.feed.post/3lbxeaw3bbe2z,"Never mind the political consequences - which are a whole thing by itself, maybe it doesn't go all disinformation-y like last time and instead people start hoarding H5N1 vaccines for all we know

As far as simply major events headed down the pipeline this looks like a low- but increasing-risk one",joohnchoe.bsky.social,[],9,0,0,0.2382
at://did:plc:ulabq3anm7ccwektskhiovzn/app.bsky.feed.post/3lbxeaslk322z,"There *is* a vaccine for H5N1, of course - but it's an mRNA vaccine.

And misconceptions about mRNA vaccines for COVID are so rife as to constitute a public health-scale problem; this study doesn't mention it, but others found nation-states boosting them too

pmc.ncbi.nlm.nih.gov/articles/PMC...",joohnchoe.bsky.social,[],6,0,0,-0.1154
at://did:plc:755ai3dos4iokrcydlfuzsw4/app.bsky.feed.post/3lbxe7rpaak2n,"Even if the “Focused protection” was well intentioned it clearly doesn’t work - Covid rips through nursing homes, cancer patients acquire it during hospital visits without any infection prevention, furthermore the orchestrated misinformation installed fear of vaccines in the whole society.",freud4a.bsky.social,[],2,0,0,-0.7269
at://did:plc:jv4ltjwwjmqdfclyhv3fytqu/app.bsky.feed.post/3lbxe7cj2ms2m,"Heroin has never been legal in the US or saved any lives.

Vaccines have been legal and have saved countless lives.",coste1costello.bsky.social,[],0,0,0,0.3674
at://did:plc:lxfkbe3v3vs7lwv2lqgiaw5r/app.bsky.feed.post/3lbxe77wb7k2o,"Research shows autism's causes ARE NOT vaccines and involve multiple genes and environmental factors that often emerge before birth. Scientists have identified 100+ autism-related genes, highlighting its multifactorial nature. www.nbcnews.com/news/amp/rcn...",kloadept.bsky.social,[],0,0,0,0.0
at://did:plc:gsfwfjjbr5pozzepixxu4uua/app.bsky.feed.post/3lbxe6kkr5c2c,"Unsure what happens in the minds of people who study medicine, then decide to take what they learned about contagious diseases, safety and efficacy of vaccines and toss it all. There are facts, then there are conspiracy theories. I'd expect doctors, scientists to stick w/facts, historical proofs.",goodhart1989.bsky.social,[],0,0,0,-0.6124
at://did:plc:gzrcq5apc6wnvnvzvsy7lmcu/app.bsky.feed.post/3lbxe5sja5c2l,"A study published in @thelancet.bsky.social found that vaccines have saved 154 million lives over the past 50 years. That’s one person who would have died *every 10 seconds*.
Let’s do everything we can to keep this public health triumph available, in the face of leaders who don’t respect data.",fractalic.bsky.social,[],0,0,0,0.6597
at://did:plc:s2p5cgrn5krjz5k27yynn746/app.bsky.feed.post/3lbxe5qa5bk2y,"New data shows #COVID19 #vaccines are esp impt 4 #cancer peeps! 

""Aftr adjstng 4 covariates, the hazard ratio 4 death was 1.60x amng pts w/NO DOSE & 1.32x amng those w/LAST DOSE >6 mo compard w/those WITH DOSE 1-6 mo B4 infection."" #cansky #oncosky @jrgralow.bsky.social
ascopubs.org/doi/full/10....",doublewhammied.bsky.social,[],3,0,2,-0.8622
at://did:plc:t3yw2rnpufycr2p3w7wiuyux/app.bsky.feed.post/3lbxe4zh7422e,"C'est pas Vernon Coleman qui disait que tous les vaccinés seraient morts à l'automne ???

Mais comme il a pas précisé l'année je sache pas si je devait mourir ou pas",amiwarlock.bsky.social,[],3,0,0,0.0
at://did:plc:i24fxgouzddn3iu4zrmqjzo7/app.bsky.feed.post/3lbxe4awbw22g,Getting vaccines has become a Thanksgiving tradition.,timberbams.bsky.social,[],8,0,1,0.0
at://did:plc:cxkmxq4upg3kiogmxexgsbat/app.bsky.feed.post/3lbxe3xgzss2f,"A two-month-old has died from whooping cough in Queensland amid the state's worst epidemic in years. Vaccination rates have dipped since 2020 across Australia.

My heart goes out to the parents and family. How tragic.

Vaccines save lives.
www.theguardian.com/society/2024...",gidmk.bsky.social,[],69,1,16,-0.5106
at://did:plc:xltrknqjz7guejta6olisl5w/app.bsky.feed.post/3lbxe3rumtc2q,I don't trust my immune system which is why I get vaccines,ashedcharcoal.bsky.social,[],1,0,0,-0.5559
at://did:plc:kmwrhojtrcbrebzpn3oqk334/app.bsky.feed.post/3lbxdzaplec2e,"In hindsight, they should not have assumed anything about vaccine efficacy, but really, we (as a population) know far more now about vaccines than we ever did before.",katypi.bsky.social,[],3,0,0,0.0
at://did:plc:c6ahue3n4dgfsurisrprsahg/app.bsky.feed.post/3lbxdyecbpc2a,New rule: Those who want to drink raw milk or reject vaccines are banned from clogging up hospitals because of their stupidity.,perrymonster.bsky.social,[],0,0,0,-0.8074
at://did:plc:jg6javvtbecifj46dk27eswm/app.bsky.feed.post/3lbxdw6wcnc2b,"For Fascism in the classic model find tuned by the Italians, Obamacare fits, as does Biden's using OSHA and CMS to force vaccines on companies to force on their workers.  And Operation Chokepoint --- Fascist top to bottom.",equaltime.bsky.social,[],0,0,0,-0.4215
at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3lbxdvnfkf32p,"Basic administrative competence is boring & usually invisible. It's like the operating system that runs your phone or computer. But when those underlying systems that produce clean air, clean water, safe food, effective vaccines, a reliable power grid, etc. glitch out, people will notice the harms.",sethcotlar.bsky.social,[],85,1,13,0.8979
at://did:plc:jxln4plqdfg7j3zgr6mgrk6t/app.bsky.feed.post/3lbxdonkyxe2a,"Honestly, the people who believe that shit probably also think vaccines are made of microchips and lizard people run the government. 
",ruttoni.bsky.social,[],0,0,0,-0.1531
at://did:plc:kbybnhlzi3tnpc2sb3n3ev6l/app.bsky.feed.post/3lbxdmpxdf22z,Tomorrow in celebration of 2 of my ancestors I'll be grateful for smallpox vaccines they didn't have not the assholes that gave it to them. #Thanksgiving,camillenola.bsky.social,[],0,0,0,0.7246
at://did:plc:ua4zhv7zicik773letgt77mp/app.bsky.feed.post/3lbxdkxnk5s22,"On the one hand, yeah. On the other hand, maybe not until the weekend? Unless you don't get flattened by double vaccines. I needed a day to just sit and veg afterwards.",voidcat.tv,[],0,0,0,0.8225
at://did:plc:l3cg2vcomatzqpt666dv4dkw/app.bsky.feed.post/3lbxdkianp22d,"You can see how that could be related to or helping to cause the problem of people looking to blame vaccines for the enormous rise in autism diagnoses, when it could more likely be attributed to over diagnoses of autism.",lisamikolajczyk.bsky.social,[],1,0,0,-0.4404
at://did:plc:i6fjmlvvrrygdirj4bfqqcbp/app.bsky.feed.post/3lbxdhwkp7k2q,"I did a piece of research w. Romanians in the UK. It's not about voting, it's about health and vaccines, but I suspect overlap between Georgescu vs Lasconi voters /antivax vs provax., re: communication channels, trust or lack thereof, decision-making and influences.",ralucahippie.bsky.social,[],2,0,0,-0.0772
at://did:plc:tsvssr3fln25ova7ecux4pto/app.bsky.feed.post/3lbxdfnikvk25,New Zealand Cardiologists Concede the Simple Truth: Spike Protein Generated by mRNA COVID Vaccines Is a Cardiotoxin shar.es/agCt98 via @grtvnews,therapia-by-salvus.bsky.social,[],0,0,0,0.3182
at://did:plc:3nbhtdlsmf54kic64us6v7hj/app.bsky.feed.post/3lbxdejpdqz2s,"I really wish a few experts could weigh in on how absolutely insane  this is. Guy admits he probably has adhd, guy admits to doing H in College classes, guy admits to also loving coke, guy doesn’t believe in vaccines or add meds. Guy tortured animals, Guy is put in charge of countries Heath.",marksimploding.bsky.social,[],1,0,0,0.7096
at://did:plc:av4yzl33lvskh6x75x6przwv/app.bsky.feed.post/3lbxde4edvpx2,"The far right grows through ""disaster fantasies"" — ""FEMA death camps, 'great replacement theory,' the 'Great Reset,' fifteen-minute cities, 5G towers being beacons of mind control, and microchips installed in people through vaccines."" — @pluralistc@mamot.fr […] 

[Original post on mastodon.social]",mitchw.mastodon.social.ap.brid.gy,[],0,0,0,0.3612
at://did:plc:6d7jpsd2vabuplvlhyrj3vxe/app.bsky.feed.post/3lbxddxyixg2i,"The far right grows through ""disaster fantasies"" — ""FEMA death camps, 'great replacement theory,' the 'Great Reset,' fifteen-minute cities, 5G towers being beacons of mind control, and microchips installed in people through vaccines."" —  https://pluralistic.net/2024/11/24/mall-ninja-prophecy/ 

",mitchw.bsky.social,[],2,0,1,0.0516
at://did:plc:6y2uxou6seh6lywjwmtmypv2/app.bsky.feed.post/3lbxddcclos2r,"God, do I love it when people that have 0 understanding of the field they are criticizing slander it is at biased and corrupt. Vaccines and the research you despise are the only reason you haven't died from polio and other diseases that killed millions before us. Bring back natural selection.",livermoriumoxide.bsky.social,[],4,0,0,0.0577
at://did:plc:rkkoomhtvpwsju35af7v6lxo/app.bsky.feed.post/3lbxd7zravs2v,Especially with vaccines. I love how he thinks he’s going to “fix” chronic conditions… but most chronic conditions have a genetic component to them… and research is still in progress regarding gene therapy. And who’s paying???,bentleyc97.bsky.social,[],0,0,0,0.7808
at://did:plc:24dnigt2m4iksvlrog6fevsn/app.bsky.feed.post/3lbxd6dgdfk2z,Vaccines are killing us but Heroin is to help you read 🙄,rushx10.bsky.social,[],0,0,0,-0.5346
at://did:plc:psisi7rpeywd4jso7wl3xklf/app.bsky.feed.post/3lbxd5lwgu222,Vaccines no; Heroin yes smh,adamgoes.bsky.social,[],1,0,0,-0.4215
at://did:plc:njbuzshaqm2dh2tavx3dwtdi/app.bsky.feed.post/3lbxd5kg6vs2j,"Yup. I’m glad I got a combo shot of flu/COVID in August.

The sad reality is the people who are going to make things worse are 9/10 supported by the people who will suffer the most.

I didn’t need to live through the polio or aids epidemics to respect vaccines/health officials. Guess I’m in minority",vincentbecherer.bsky.social,[],18,0,0,-0.3182
at://did:plc:2qnmk476mk5rtbz7sojuzolh/app.bsky.feed.post/3lbxd4ucr7k2a,I think the point at which social cohesion fell apart was when the vaccines launched and were known to not prevent contagion. Which was a big part of the govt pitch - ie we will just have to put up with restrictions for a shortish time till we have vaccines that will mean we won’t catch Covid.,serenity22.bsky.social,[],2,0,0,0.4416
at://did:plc:dhy7bgrc7ekg72f23l2kvjnz/app.bsky.feed.post/3lbxd37zn6c2d,"Great read. For those that forgot or are unaware, Jay was an author of The Great Barrington Declaration, which discouraged masks and other interventions before we had vaccines for COVID. This was a wrong, dangerous policy — a gravely concerning sign for the new head of NIH.",twhitfill.bsky.social,[],1,0,0,-0.4588
at://did:plc:4ykps6do5p2huhzjafgks3hc/app.bsky.feed.post/3lbxcxlaefk2n,This may help. My read is ideology gets in the way of science i.e he is willing to change science to match his ideology  (including vaccines). Also i remember the criticism described 👇🏼 about his covid paper was on the spot  www.importantcontext.news/p/everything...,maximoprado.bsky.social,[],4,0,2,-0.0516
at://did:plc:ihuibbpcjm65qbx2imejhyqv/app.bsky.feed.post/3lbxcw4s42d2b,"""That's how they made up the Cold War by sending Laika to space to bite Neil Armstrong while Kubrick was faking the moon landing.

""Now they're using satellite waves, contrails, and measles vaccines as mind control, and fluoridating the water to keep people's gold fillings intact so they  (5/6)",mollyinanna.bsky.social,[],0,0,0,-0.7096
at://did:plc:2nfmsznqyr6xnb3c2o5jov4t/app.bsky.feed.post/3lbxcuszt4c2i,"Sitting in a barber shop💈 in the DMV (MD) where the barber is trying to convince people how RFK, Jr is going to fix our healthcare system and get rid of those pesky vaccines. He’s even giving out financial advice telling everyone to invest in Bitcoin. We may not make it 4yrs. We’re doomed! #blacksky",phatfingerzzz.bsky.social,[],1,0,0,-0.5093
at://did:plc:cl2ra4hspadpa7rjzxt3ysw6/app.bsky.feed.post/3lbxcsfb2ic2g,"1/5. Today’s cabinet pick topic is Trump’s tapping of Robert Kennedy Jr. to head the Department of Health and Human Services. Kennedy has no training in medicine or public health and, in addition to being a prominent critic of the vaccines that have dramatically curtailed disease and death.",reddeerranch.bsky.social,[],1,0,0,-0.7096
at://did:plc:flsvwapgznrjuz3n726er4aj/app.bsky.feed.post/3lbxcpo734l2s,"Excited to present my research on the public’s understanding HPV vaccines by social media data analysis at AMIA2024! 
Grateful for the opportunity to share insights on health informatics and public health!",soojungj.bsky.social,[],2,0,0,0.8745
at://did:plc:5dhhr7gkzfg6sedff4uvuqcu/app.bsky.feed.post/3lbxcoskmf22k,"Also, get your vaccines before Jan 20 if due.",karicat4.bsky.social,[],4,0,0,0.0
at://did:plc:zws7unipxpplpnisjtwg34lp/app.bsky.feed.post/3lbxcoc2gzc24,Vaccines work! www.sciencenews.org/article/cerv...,drtimaree.bsky.social,[],2,0,1,0.0
at://did:plc:yult5kxdnngy2akynrr2ygyn/app.bsky.feed.post/3lbxcnkbncs2g,Don't forget being a science denier and thinking you know more than immunologists do about vaccines.,ree-ahhh.bsky.social,[],1,0,0,-0.2105
at://did:plc:652ibp4tor5m7dicpgl2r4kp/app.bsky.feed.post/3lbxcn7gwlk2m,"Surprised at this population showing it since almost all of them have flu, Hib and Prevnar vaccines…so why is mycoplasma popping up? Is it more likely in vapers? Smokers? Anemic patients?",originalaurelia.bsky.social,[],0,0,0,-0.3939
at://did:plc:6w6rw6s7dn5554bv4pznp46a/app.bsky.feed.post/3lbxcn2xwjrx2,Meet the medical contrarians picked to lead health agencies under Trump and Kennedy https://apnews.com/article/trump-health-nih-bhattacharya-kennedy-covid-vaccines-a7396d40ec7f770b4699af9b68794073?utm_source=dlvr.it&utm_medium=mastodon,NatalieDavis.journa.host.ap.brid.gy,[],0,0,0,0.0
at://did:plc:l77kqzolj75ld7u6fdup5jr5/app.bsky.feed.post/3lbxcivtamk2z,"Quelq'un ici a des nouvelles du Nuremberg 2, des millions de cadavres vaccinés dans les rues et de la prise de contrôle des esprits par la 5G et de la stérilisation des vaccinés ?

Ça avance un peu ?",antoinedst.bsky.social,[],127,0,17,0.0
at://did:plc:gyk2dnx7air2wu6arspwnez3/app.bsky.feed.post/3lbxcjmgjksx2,"https://www.theguardian.com/world/2024/nov/26/rfk-jr-samoa-visit-measles-outbreak-vaccines
2/2",marc-veld.mastodon.online.ap.brid.gy,[],0,0,0,0.0
at://did:plc:lcl2edowvhqwswcezbwjwclz/app.bsky.feed.post/3lbxcgbcwjs2j,"One benefit of growing up a punk ->new wave -> gothic witchy weirdo with decades of experience in not fitting in? Being able to go into a drug store in a ""red"" neighborhood, all masked up to get multiple vaccines & not minding one bit if anyone has an issue with it :)",kambriel.bsky.social,[],8,0,0,0.5994
at://did:plc:qb4rpp7v666fuhfd23323ips/app.bsky.feed.post/3lbxcfnp3pk2v,"Apparently, to prove that mRNA #vaccines are full of ""dangerous"" DNA, someone measured it using a technique that also detects RNA. In mRNA vaccines. 🤦🏻‍♂️

More info on the latest absurdity from the world of conspiracy theories ⬇️

H/T @mattscie.bsky.social",emmecola.bsky.social,[],127,1,15,-0.7579
at://did:plc:ysixr7t7bbiq3roi74jq72bf/app.bsky.feed.post/3lbxcetmhpc2n,"And, remember, kids, RFK, jr. says vaccines are bad but heroin is a great study-aid! Seriously, there's literally no explanation for the buffoons being chosen by Putin's poodle except that they're a dream team if you want to destroy the US and its people ASAP.",ltyrne.bsky.social,[],0,0,0,-0.7809
at://did:plc:aq2ctzswkbyxo2rl24bjve3r/app.bsky.feed.post/3lbxcdqnxpk2p,"Pierre Poilievre in Question Period saying foreign leaders don't like @canadianpm.bsky.social 
What a joke; PM Trudeau is highly respected abroad as statesman of dignity, grace, wit and intelligence, whereas Poilievre is a witless boor who pals around with nitwits who think vaccines are bad.",frank-lee.bsky.social,[],7,0,4,0.8217
at://did:plc:fvo6mmounhm6yqdhxnyaxuru/app.bsky.feed.post/3lbxccmmucc2k,"SARS-CoV-2 is not done with us. 
So, what can we do?
Invest in:
1. Better vaccines.
2. Detection and diagnostics.
3. Treatment to reduce impact of Long COVID.
4. Basic preventive measures during high transmission periods risks.
Credit @TactNowInfo open.substack.com/pub/tactnowi...",drjoepajak.bsky.social,[],29,0,8,0.5267
